Product_Weight,Product_Allocated_Area,Product_MRP,Store_Age,Product_Sugar_Content,Store_Id,Store_Size,Store_Location_City_Type,Store_Type,Product_Category,Product_Id
12.97,0.036,184.16,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD2742
13.37,0.144,173.1,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD7288
9.62,0.103,134.38,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD4457
10.41,0.021,151.97,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD8000
10.34,0.12,126.22,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC5129
14.72,0.033,183.18,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD6518
13.1,0.03,157.08,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3208
14.23,0.057,156.52,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Beverages,DR2334
13.23,0.034,174.74,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC4617
10.37,0.024,126.19,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD4469
16.07,0.067,176.39,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD2191
11.5,0.128,132.55,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD6436
13.62,0.03,172.98,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD425
13.7,0.09,181.34,26,No Sugar,OUT003,Medium,Tier 1,Departmental Store,Non-Consumable,NC1293
12.68,0.064,183.73,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD8652
12.98,0.035,130.02,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4860
11.38,0.086,168.02,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD1779
12.79,0.079,156.49,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD3283
11.25,0.041,153.72,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5446
11.82,0.095,175.22,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR8268
11.31,0.152,146.11,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD8637
9.65,0.117,106.35,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD5403
15.29,0.082,189.49,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD6287
13.37,0.068,230.34,26,No Sugar,OUT003,Medium,Tier 1,Departmental Store,Non-Consumable,NC423
14.74,0.147,99.48,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD6964
14.28,0.121,159.61,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD4059
11.97,0.052,150.67,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1216
19.13,0.018,166.57,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD2817
10.03,0.166,139.29,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3049
14.34,0.064,201.82,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD3229
9.45,0.047,95.95,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD1961
11.64,0.078,190.67,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD874
15.34,0.007,193.67,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD4317
11.4,0.063,141.03,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC5634
11.45,0.052,154.54,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1795
14.25,0.055,190.69,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD7750
10.9,0.013,153.32,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC8740
14.43,0.038,150.27,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3477
13.26,0.037,147.89,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD3649
10.13,0.015,93.1,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD1353
15.97,0.057,170.65,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD6514
14.52,0.031,174.8,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD6698
12.52,0.026,155.11,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD6362
8.96,0.01,137.06,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC2504
13.98,0.039,178.92,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD4688
11.92,0.035,166.65,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5757
16.62,0.017,179.67,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD7613
12.02,0.163,123.66,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD759
16.73,0.066,166.21,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD8366
10.33,0.03,177.97,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1378
10.84,0.103,162.99,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC7343
10.48,0.023,108.81,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC640
14.23,0.063,190.67,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD662
11.08,0.047,195.09,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD6170
13.03,0.061,150.09,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC4003
13.34,0.027,165.36,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD2850
11.86,0.025,113.84,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD3196
15.73,0.031,149.47,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD3069
11.63,0.045,139.5,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD2249
15.11,0.014,176.72,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC7723
12.49,0.006,142.64,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC4548
8.9,0.02,108.29,27,Regular,OUT002,Small,Tier 3,Food Mart,Fresh,FD7263
13.62,0.108,179.95,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD5825
10.34,0.142,119.07,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD7399
13.89,0.047,153.26,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD1671
11.94,0.025,156.56,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR349
10.07,0.049,119.27,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD4927
11.43,0.079,133.54,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC7934
12.3,0.018,135.69,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD7251
14.18,0.047,119.22,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7533
15.75,0.031,131.43,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC5093
14.44,0.031,135.2,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7183
11.43,0.071,131.75,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR1045
13.47,0.123,169.15,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD1768
15.18,0.079,190.65,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD7274
10.24,0.098,108.62,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Beverages,DR3847
11.61,0.033,153.19,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD6009
16.8,0.017,160.69,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD2515
12.66,0.065,98.86,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Beverages,DR2172
12.95,0.023,138.22,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD7428
15.27,0.082,144.22,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR5292
14.57,0.014,103.73,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7543
13.24,0.077,160.15,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5501
9.9,0.015,126.82,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD4723
11.85,0.137,172.17,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD6957
15.42,0.021,187.03,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD3738
8.16,0.093,64.66,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC1574
15.62,0.056,164.29,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD976
17.87,0.124,166.45,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD899
15.8,0.151,154.49,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD7413
11.0,0.078,167.49,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR6318
14.51,0.041,139.17,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD4167
12.66,0.115,132.52,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD5556
12.84,0.109,175.87,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD1135
11.65,0.017,181.67,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD219
11.37,0.027,156.26,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4337
15.31,0.063,144.37,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC8645
11.11,0.048,108.9,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD1317
13.59,0.007,145.95,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC5740
11.07,0.102,96.39,27,Regular,OUT002,Small,Tier 3,Food Mart,Packaged,FD20
12.9,0.061,156.48,26,No Sugar,OUT003,Medium,Tier 1,Departmental Store,Non-Consumable,NC361
13.74,0.061,172.15,26,No Sugar,OUT003,Medium,Tier 1,Departmental Store,Non-Consumable,NC6260
9.77,0.055,139.51,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD604
12.45,0.142,123.7,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3526
15.27,0.125,136.16,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC383
16.12,0.097,160.18,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD1451
12.68,0.017,102.94,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3191
18.13,0.168,175.09,26,No Sugar,OUT003,Medium,Tier 1,Departmental Store,Non-Consumable,NC3594
15.6,0.178,194.87,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Beverages,DR6479
14.13,0.118,223.61,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD932
10.94,0.154,87.18,27,Regular,OUT002,Small,Tier 3,Food Mart,Fresh,FD3279
16.55,0.052,184.84,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD6536
12.04,0.086,162.26,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC544
13.36,0.104,109.88,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD8316
12.95,0.112,118.32,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD473
13.61,0.036,191.56,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Beverages,DR1262
14.16,0.044,169.39,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD2900
9.93,0.041,120.85,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD2100
9.83,0.124,157.1,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD7697
12.75,0.073,132.21,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7947
13.43,0.07,146.63,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5497
14.55,0.107,188.52,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD585
16.01,0.053,156.07,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD2270
7.96,0.016,85.82,27,Regular,OUT002,Small,Tier 3,Food Mart,Fresh,FD8753
12.31,0.049,84.27,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD4573
18.3,0.018,151.98,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD2314
10.85,0.111,102.41,27,Regular,OUT002,Small,Tier 3,Food Mart,Beverages,DR8566
14.33,0.097,131.06,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4644
13.61,0.03,146.14,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC3189
11.31,0.049,168.4,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1231
12.75,0.02,139.42,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5964
13.96,0.026,168.46,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Beverages,DR5934
12.81,0.074,111.97,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC756
14.61,0.111,152.39,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD8471
13.02,0.033,174.11,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD2521
12.25,0.015,127.43,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC8142
19.61,0.168,236.83,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD4152
14.34,0.033,148.41,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD4346
14.06,0.013,134.94,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD1916
14.21,0.078,123.73,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3141
11.39,0.066,153.58,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4898
17.33,0.038,195.06,26,No Sugar,OUT003,Medium,Tier 1,Departmental Store,Non-Consumable,NC3500
11.85,0.03,157.48,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD6317
14.84,0.068,179.73,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD4517
12.49,0.047,124.68,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD8618
13.82,0.047,168.29,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD6325
12.26,0.077,113.37,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1906
10.77,0.065,104.63,27,Regular,OUT002,Small,Tier 3,Food Mart,Packaged,FD1217
13.05,0.014,169.41,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD8445
13.04,0.015,122.08,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD6256
9.84,0.093,146.17,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC8609
12.63,0.024,110.06,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD6412
9.93,0.045,124.12,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD2413
8.95,0.059,116.97,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC5883
10.01,0.08,143.18,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC917
14.62,0.119,199.73,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Beverages,DR835
10.31,0.07,122.61,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD1025
18.83,0.094,188.87,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD4413
14.92,0.053,157.72,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD8383
11.13,0.005,120.64,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC3598
13.44,0.035,156.55,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD3593
15.58,0.014,192.36,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD2982
14.5,0.067,194.8,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD4672
14.36,0.097,194.29,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Beverages,DR7517
16.77,0.02,171.19,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD2843
9.81,0.05,156.67,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7661
11.69,0.142,115.05,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC2743
12.26,0.14,138.27,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3181
9.11,0.054,123.37,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC8481
10.21,0.013,107.51,27,Regular,OUT002,Small,Tier 3,Food Mart,Fresh,FD7669
11.09,0.021,157.97,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC4429
16.52,0.121,111.49,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD8404
8.57,0.112,111.78,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD3834
12.8,0.016,194.7,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Beverages,DR6236
15.5,0.069,168.03,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Beverages,DR506
12.71,0.18,183.54,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD4801
7.44,0.076,78.77,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD2058
12.91,0.126,101.91,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD2150
13.38,0.018,138.23,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5681
12.22,0.038,162.19,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7706
12.12,0.113,151.61,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC3054
13.1,0.041,124.94,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD2931
13.89,0.044,151.6,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR4704
13.89,0.031,151.15,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC8523
8.69,0.053,127.49,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC5345
15.58,0.103,197.53,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD2133
14.99,0.025,194.94,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD6766
10.87,0.105,106.74,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD6190
13.45,0.049,179.74,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD5428
10.52,0.035,123.52,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD4072
11.3,0.042,154.99,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC795
13.81,0.011,173.28,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD3886
11.63,0.074,114.86,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD6934
11.41,0.034,131.14,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4174
11.87,0.073,164.44,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC4579
12.24,0.029,194.68,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD4987
16.94,0.138,220.44,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD8589
11.52,0.015,141.18,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD6782
13.62,0.011,177.88,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD7472
13.61,0.024,158.23,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3072
11.03,0.032,153.34,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR2547
11.32,0.122,105.18,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Beverages,DR2056
9.21,0.017,127.47,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD3638
18.0,0.118,179.6,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD5389
12.76,0.029,168.21,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD8200
13.21,0.071,156.85,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD1165
15.29,0.024,177.0,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD4084
14.92,0.171,152.48,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC6042
14.71,0.083,145.12,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC2282
13.53,0.023,196.65,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC6262
12.2,0.084,134.65,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5518
12.65,0.078,98.99,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD4247
12.28,0.012,206.85,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC4508
12.56,0.017,161.04,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD5390
15.62,0.014,169.94,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD3014
10.52,0.081,152.17,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC7935
9.0,0.061,126.52,27,Regular,OUT002,Small,Tier 3,Food Mart,Packaged,FD2351
13.82,0.013,190.68,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Beverages,DR5848
13.05,0.168,137.46,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7193
11.22,0.067,125.23,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC6592
15.05,0.055,149.42,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD6275
13.34,0.042,159.57,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC2536
14.12,0.083,171.03,26,No Sugar,OUT003,Medium,Tier 1,Departmental Store,Non-Consumable,NC4118
11.27,0.027,87.56,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD7048
16.1,0.034,193.49,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD3488
13.73,0.137,120.67,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1523
9.32,0.042,127.59,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD7647
7.33,0.031,83.2,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC4549
13.7,0.122,130.94,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD5442
12.56,0.038,152.41,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD6673
13.08,0.019,97.93,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC1520
10.47,0.16,93.51,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Beverages,DR421
14.11,0.078,131.65,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD308
13.81,0.058,160.24,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7095
12.61,0.052,142.08,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD7467
10.13,0.128,100.5,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD4586
13.83,0.018,166.21,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD2415
12.74,0.113,188.23,26,No Sugar,OUT003,Medium,Tier 1,Departmental Store,Non-Consumable,NC4505
10.97,0.057,163.96,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD852
8.72,0.026,102.83,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD4978
9.8,0.21,112.39,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC5135
14.14,0.041,170.73,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD1974
10.63,0.282,96.15,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD3590
11.89,0.1,165.2,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD6749
14.5,0.033,160.2,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD4965
17.03,0.021,141.13,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD3953
12.01,0.099,119.46,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD937
14.97,0.015,150.82,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD3446
11.75,0.031,61.57,27,Regular,OUT002,Small,Tier 3,Food Mart,Packaged,FD6357
11.27,0.021,151.5,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC2151
12.46,0.082,161.42,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1024
11.49,0.11,135.98,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD95
13.22,0.027,150.63,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3024
10.9,0.083,121.33,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1918
15.98,0.106,169.63,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD7460
13.61,0.059,112.22,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD1891
9.34,0.026,87.95,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD5238
9.58,0.126,170.34,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD6374
10.46,0.022,139.16,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4349
8.76,0.057,114.21,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD1240
13.94,0.022,191.19,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC4641
